Location,Period,Indicator,Gender,Tooltip
Guatemala,2019,New HIV infections (per 1000 uninfected population),Male,0.09
Guatemala,2019,New HIV infections (per 1000 uninfected population),Female,0.05
Guatemala,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.09
Guatemala,2015,New HIV infections (per 1000 uninfected population),Male,0.12
Guatemala,2015,New HIV infections (per 1000 uninfected population),Female,0.06
Guatemala,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.14
Guatemala,2010,New HIV infections (per 1000 uninfected population),Male,0.17
Guatemala,2010,New HIV infections (per 1000 uninfected population),Female,0.12
Guatemala,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.21
Guatemala,2005,New HIV infections (per 1000 uninfected population),Male,0.22
Guatemala,2005,New HIV infections (per 1000 uninfected population),Female,0.21
Guatemala,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.26
Guatemala,2000,New HIV infections (per 1000 uninfected population),Male,0.3
Guatemala,2000,New HIV infections (per 1000 uninfected population),Female,0.22
Guinea,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.39
Guinea,2019,New HIV infections (per 1000 uninfected population),Male,0.3
Guinea,2019,New HIV infections (per 1000 uninfected population),Female,0.48
Guinea,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.57
Guinea,2015,New HIV infections (per 1000 uninfected population),Male,0.45
Guinea,2015,New HIV infections (per 1000 uninfected population),Female,0.68
Guinea,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.74
Guinea,2010,New HIV infections (per 1000 uninfected population),Male,0.58
Guinea,2010,New HIV infections (per 1000 uninfected population),Female,0.88
Guinea,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.95
Guinea,2005,New HIV infections (per 1000 uninfected population),Male,0.76
Guinea,2005,New HIV infections (per 1000 uninfected population),Female,1.14
Guinea,2000,New HIV infections (per 1000 uninfected population),Both sexes,1.27
Guinea,2000,New HIV infections (per 1000 uninfected population),Male,0.99
Guinea,2000,New HIV infections (per 1000 uninfected population),Female,1.53
Guinea-Bissau,2019,New HIV infections (per 1000 uninfected population),Both sexes,1.15
Guinea-Bissau,2019,New HIV infections (per 1000 uninfected population),Male,1.01
Guinea-Bissau,2019,New HIV infections (per 1000 uninfected population),Female,1.29
Guinea-Bissau,2015,New HIV infections (per 1000 uninfected population),Both sexes,1.51
Guinea-Bissau,2015,New HIV infections (per 1000 uninfected population),Male,1.32
Guinea-Bissau,2015,New HIV infections (per 1000 uninfected population),Female,1.7
Guinea-Bissau,2010,New HIV infections (per 1000 uninfected population),Both sexes,2.05
Guinea-Bissau,2010,New HIV infections (per 1000 uninfected population),Male,1.81
Guinea-Bissau,2010,New HIV infections (per 1000 uninfected population),Female,2.28
Guinea-Bissau,2005,New HIV infections (per 1000 uninfected population),Both sexes,2.57
Guinea-Bissau,2005,New HIV infections (per 1000 uninfected population),Male,2.28
Guinea-Bissau,2005,New HIV infections (per 1000 uninfected population),Female,2.84
Guinea-Bissau,2000,New HIV infections (per 1000 uninfected population),Both sexes,3.56
Guinea-Bissau,2000,New HIV infections (per 1000 uninfected population),Male,3.1
Guinea-Bissau,2000,New HIV infections (per 1000 uninfected population),Female,3.99
Guyana,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.42
Guyana,2019,New HIV infections (per 1000 uninfected population),Male,0.45
Guyana,2019,New HIV infections (per 1000 uninfected population),Female,0.4
Guyana,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.51
Guyana,2015,New HIV infections (per 1000 uninfected population),Male,0.57
Guyana,2015,New HIV infections (per 1000 uninfected population),Female,0.45
Guyana,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.62
Guyana,2010,New HIV infections (per 1000 uninfected population),Male,0.74
Guyana,2010,New HIV infections (per 1000 uninfected population),Female,0.51
Guyana,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.91
Guyana,2005,New HIV infections (per 1000 uninfected population),Male,0.89
Guyana,2005,New HIV infections (per 1000 uninfected population),Female,0.92
Guyana,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.88
Guyana,2000,New HIV infections (per 1000 uninfected population),Male,0.69
Guyana,2000,New HIV infections (per 1000 uninfected population),Female,1.08
Haiti,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.52
Haiti,2019,New HIV infections (per 1000 uninfected population),Male,0.49
Haiti,2019,New HIV infections (per 1000 uninfected population),Female,0.54
Haiti,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.69
Haiti,2015,New HIV infections (per 1000 uninfected population),Male,0.65
Haiti,2015,New HIV infections (per 1000 uninfected population),Female,0.73
Haiti,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.92
Haiti,2010,New HIV infections (per 1000 uninfected population),Male,0.88
Haiti,2010,New HIV infections (per 1000 uninfected population),Female,0.97
Haiti,2005,New HIV infections (per 1000 uninfected population),Both sexes,1.12
Haiti,2005,New HIV infections (per 1000 uninfected population),Male,1.07
Haiti,2005,New HIV infections (per 1000 uninfected population),Female,1.18
Haiti,2000,New HIV infections (per 1000 uninfected population),Both sexes,1.44
Haiti,2000,New HIV infections (per 1000 uninfected population),Male,1.37
Haiti,2000,New HIV infections (per 1000 uninfected population),Female,1.5
Honduras,2019,New HIV infections (per 1000 uninfected population),Both sexes,0.11
Honduras,2019,New HIV infections (per 1000 uninfected population),Male,0.16
Honduras,2019,New HIV infections (per 1000 uninfected population),Female,0.07
Honduras,2015,New HIV infections (per 1000 uninfected population),Both sexes,0.13
Honduras,2015,New HIV infections (per 1000 uninfected population),Male,0.18
Honduras,2015,New HIV infections (per 1000 uninfected population),Female,0.08
Honduras,2010,New HIV infections (per 1000 uninfected population),Both sexes,0.11
Honduras,2010,New HIV infections (per 1000 uninfected population),Male,0.16
Honduras,2010,New HIV infections (per 1000 uninfected population),Female,0.07
Honduras,2005,New HIV infections (per 1000 uninfected population),Both sexes,0.13
Honduras,2005,New HIV infections (per 1000 uninfected population),Male,0.18
Honduras,2005,New HIV infections (per 1000 uninfected population),Female,0.09
Honduras,2000,New HIV infections (per 1000 uninfected population),Both sexes,0.36
Honduras,2000,New HIV infections (per 1000 uninfected population),Male,0.48
Honduras,2000,New HIV infections (per 1000 uninfected population),Female,0.23
Hungary,2019,New HIV infections (per 1000 uninfected population),Both sexes,No data
Hungary,2019,New HIV infections (per 1000 uninfected population),Male,No data
Hungary,2019,New HIV infections (per 1000 uninfected population),Female,No data
Hungary,2015,New HIV infections (per 1000 uninfected population),Both sexes,No data
Hungary,2015,New HIV infections (per 1000 uninfected population),Male,No data
Hungary,2015,New HIV infections (per 1000 uninfected population),Female,No data
Hungary,2010,New HIV infections (per 1000 uninfected population),Both sexes,No data
Hungary,2010,New HIV infections (per 1000 uninfected population),Male,No data
Hungary,2010,New HIV infections (per 1000 uninfected population),Female,No data
Hungary,2005,New HIV infections (per 1000 uninfected population),Both sexes,No data
Hungary,2005,New HIV infections (per 1000 uninfected population),Male,No data
Hungary,2005,New HIV infections (per 1000 uninfected population),Female,No data
Hungary,2000,New HIV infections (per 1000 uninfected population),Both sexes,No data
Hungary,2000,New HIV infections (per 1000 uninfected population),Male,No data
Hungary,2000,New HIV infections (per 1000 uninfected population),Female,No data
Iceland,2019,New HIV infections (per 1000 uninfected population),Both sexes,No data
Iceland,2019,New HIV infections (per 1000 uninfected population),Male,No data
Iceland,2019,New HIV infections (per 1000 uninfected population),Female,No data
Iceland,2015,New HIV infections (per 1000 uninfected population),Both sexes,No data
Iceland,2015,New HIV infections (per 1000 uninfected population),Male,No data
Iceland,2015,New HIV infections (per 1000 uninfected population),Female,No data
Iceland,2010,New HIV infections (per 1000 uninfected population),Both sexes,No data
Iceland,2010,New HIV infections (per 1000 uninfected population),Male,No data
Iceland,2010,New HIV infections (per 1000 uninfected population),Female,No data
Iceland,2005,New HIV infections (per 1000 uninfected population),Both sexes,No data
Iceland,2005,New HIV infections (per 1000 uninfected population),Male,No data
Iceland,2005,New HIV infections (per 1000 uninfected population),Female,No data
Iceland,2000,New HIV infections (per 1000 uninfected population),Both sexes,No data
Iceland,2000,New HIV infections (per 1000 uninfected population),Male,No data
Iceland,2000,New HIV infections (per 1000 uninfected population),Female,No data
India,2019,New HIV infections (per 1000 uninfected population),Both sexes,No data
India,2019,New HIV infections (per 1000 uninfected population),Male,No data
India,2019,New HIV infections (per 1000 uninfected population),Female,No data
India,2015,New HIV infections (per 1000 uninfected population),Both sexes,No data
India,2015,New HIV infections (per 1000 uninfected population),Male,No data
India,2015,New HIV infections (per 1000 uninfected population),Female,No data
India,2010,New HIV infections (per 1000 uninfected population),Both sexes,No data
India,2010,New HIV infections (per 1000 uninfected population),Male,No data
India,2010,New HIV infections (per 1000 uninfected population),Female,No data
India,2005,New HIV infections (per 1000 uninfected population),Both sexes,No data
India,2005,New HIV infections (per 1000 uninfected population),Male,No data
India,2005,New HIV infections (per 1000 uninfected population),Female,No data
India,2000,New HIV infections (per 1000 uninfected population),Both sexes,No data
India,2000,New HIV infections (per 1000 uninfected population),Male,No data
India,2000,New HIV infections (per 1000 uninfected population),Female,No data
Indonesia,2019,New HIV infections (per 1000 uninfected population),Both sexes,No data
Indonesia,2019,New HIV infections (per 1000 uninfected population),Male,No data
Indonesia,2019,New HIV infections (per 1000 uninfected population),Female,No data
Indonesia,2015,New HIV infections (per 1000 uninfected population),Both sexes,No data
Indonesia,2015,New HIV infections (per 1000 uninfected population),Male,No data
Indonesia,2015,New HIV infections (per 1000 uninfected population),Female,No data
Indonesia,2010,New HIV infections (per 1000 uninfected population),Both sexes,No data
Indonesia,2010,New HIV infections (per 1000 uninfected population),Male,No data
Indonesia,2010,New HIV infections (per 1000 uninfected population),Female,No data
Indonesia,2005,New HIV infections (per 1000 uninfected population),Both sexes,No data
Indonesia,2005,New HIV infections (per 1000 uninfected population),Male,No data
Indonesia,2005,New HIV infections (per 1000 uninfected population),Female,No data
Indonesia,2000,New HIV infections (per 1000 uninfected population),Both sexes,No data
Indonesia,2000,New HIV infections (per 1000 uninfected population),Male,No data
Indonesia,2000,New HIV infections (per 1000 uninfected population),Female,No data
Iran (Islamic Republic of),2019,New HIV infections (per 1000 uninfected population),Both sexes,0.05
Iran (Islamic Republic of),2019,New HIV infections (per 1000 uninfected population),Male,0.07
Iran (Islamic Republic of),2019,New HIV infections (per 1000 uninfected population),Female,0.03
Iran (Islamic Republic of),2015,New HIV infections (per 1000 uninfected population),Both sexes,0.06
Iran (Islamic Republic of),2015,New HIV infections (per 1000 uninfected population),Male,0.08
